age,income,loan_amount,credit_history_length,num_existing_loans,default
18,140438,5797,15,1,1
22,117784,19382,2,2,1
50,96298,43313,22,0,0
18,94872,25626,13,4,1
49,142750,47987,2,3,1
61,144619,28157,0,0,0
27,108383,35123,7,3,1
32,96045,38392,29,0,1
55,110322,6877,7,0,1
44,47757,6193,15,3,0
41,131206,31322,10,1,0
42,82224,39011,22,1,1
32,136976,41952,26,3,1
53,130852,13549,21,3,0
50,112544,14922,12,0,0
39,75722,39106,0,3,1
27,72660,29250,15,0,1
50,26214,25050,20,1,1
52,96642,46995,8,1,0
36,21725,44955,6,0,1
25,28890,28975,23,1,1
44,49267,43112,11,0,1
66,97749,21087,28,3,0
38,52938,35696,14,2,0
57,95142,13365,3,0,1
48,72197,47729,20,0,0
25,145796,32573,26,0,0
39,46314,47651,13,3,0
19,121768,45299,19,1,0
48,136469,7323,7,3,0
24,145232,21367,10,4,1
36,92683,8868,1,4,1
28,46834,30504,7,4,1
53,21831,17969,24,1,1
62,49467,7363,17,3,0
29,144734,11505,6,1,1
38,121555,47254,0,3,1
48,99343,19719,21,2,1
33,100587,18753,2,4,0
45,70921,37914,1,3,1
28,147612,41805,2,1,1
36,119228,34773,29,4,0
35,113697,39545,14,4,0
69,47817,31537,3,4,1
23,120189,48156,10,0,0
32,133073,42881,15,2,1
40,80820,44347,18,2,1
40,96844,16826,17,2,0
40,104064,10884,9,3,1
55,25328,7571,25,3,0
33,55336,30264,16,3,0
37,75441,34758,19,0,0
45,82847,42591,11,0,0
31,34044,31367,19,3,1
25,26574,31895,17,1,1
35,30007,13868,8,1,1
35,96595,18935,6,1,0
58,21746,6904,6,3,1
33,89333,46888,16,1,1
36,83426,41981,25,3,1
35,139963,12096,3,0,0
47,50115,14531,6,3,1
46,91180,36668,7,0,1
21,58442,32515,3,0,1
58,72227,48823,14,0,0
18,82341,40610,26,0,0
28,130166,45286,15,3,1
61,130896,37643,13,4,0
66,55651,37440,11,4,1
51,71409,6042,12,1,1
44,127223,30430,29,3,1
57,97906,43663,14,4,0
26,84960,31534,29,2,1
57,113297,20689,13,4,0
39,130561,44999,13,1,1
33,25026,5887,1,3,1
66,80783,29249,11,2,1
29,44621,46925,23,3,1
24,118433,42502,23,2,0
34,21506,41513,28,0,1
23,37911,42896,17,1,1
33,26219,17223,17,2,1
31,105054,42732,3,3,1
18,114525,32274,20,4,0
20,146315,45027,11,3,1
27,63394,5296,1,0,1
35,112396,33559,14,2,1
36,73404,46543,19,3,1
57,55562,40467,6,3,1
38,32952,42561,12,1,1
60,123110,47542,23,1,1
28,78658,26421,29,2,1
30,122366,28756,25,4,1
60,123576,35427,8,3,1
47,140540,9402,22,1,0
19,111620,19883,2,1,1
66,63840,39631,6,2,0
47,25517,32751,28,3,1
24,49029,49095,18,0,1
66,84186,48184,2,1,1
31,84026,24075,18,3,0
25,71463,23520,24,4,1
31,42346,44709,7,3,1
65,104385,7602,18,1,0
33,110604,28721,24,4,0
66,49417,46625,1,3,1
66,108843,13228,25,1,0
66,95903,23283,27,1,0
41,69648,26452,14,1,0
65,33231,22277,6,4,1
61,128224,48100,3,0,1
39,111866,23006,6,3,0
21,50237,31042,5,3,0
37,61658,18859,4,0,0
47,47127,12477,5,4,1
35,81125,35761,12,4,1
66,145768,33628,0,4,0
63,63859,12932,15,1,1
24,49451,25151,6,2,1
33,137983,5639,19,3,1
55,96923,27102,20,3,0
31,119232,46000,11,4,1
54,42284,41050,16,3,1
19,21629,42783,11,3,1
31,112838,17079,14,2,0
42,66297,24233,16,0,0
26,22075,16961,27,0,0
26,81694,47803,1,3,1
67,21257,28306,2,3,1
53,110084,28623,5,3,1
45,141828,41688,4,4,1
54,33392,35248,1,3,1
35,100668,27962,24,1,0
43,81953,36642,8,0,0
34,36443,21811,4,4,0
36,26220,30367,26,0,1
48,51727,45536,9,0,0
24,56337,6233,5,1,1
69,75929,29682,18,2,1
42,143879,18959,19,4,1
54,103450,35044,14,3,1
28,75356,35821,17,0,1
57,134734,15017,12,0,1
32,119458,9813,5,2,0
52,25923,40909,26,4,1
23,82742,10881,0,1,0
68,21655,44845,0,1,1
63,49595,44908,15,3,1
44,108517,7348,0,1,0
64,133785,49416,21,4,1
60,43714,20193,16,0,0
28,83222,35729,28,4,0
67,129262,21557,15,2,0
55,65270,34373,22,1,1
67,113676,6863,18,4,0
22,123034,37241,20,1,1
30,38358,16269,20,2,0
34,85628,44443,16,2,1
25,113467,17212,17,0,0
57,109881,25590,15,4,1
54,78508,35510,11,4,1
56,135095,27493,11,3,1
43,94729,38609,12,3,1
68,44532,26139,7,1,0
46,69592,12274,21,4,1
50,75414,38450,23,1,0
69,75615,29266,27,2,0
22,22057,46698,18,0,1
43,44286,21310,29,2,0
67,126408,13613,26,2,1
62,34885,47524,1,2,1
22,142779,32591,13,3,1
57,66434,16130,8,4,0
39,74344,17849,28,2,1
37,97176,6241,6,2,1
63,89097,24962,7,3,1
24,95830,17613,7,3,1
50,67384,28827,1,0,1
26,100534,28326,29,1,1
18,122234,17645,22,1,0
35,113159,47642,29,4,0
47,63182,47068,1,2,0
33,47216,45782,6,2,1
57,126497,44980,7,0,0
62,87046,10878,25,4,0
34,41577,30471,19,3,1
40,91994,44274,1,0,1
29,119911,39176,29,4,1
31,137532,26555,17,1,0
40,108444,8965,29,3,1
65,125132,37432,21,3,0
19,29226,26741,6,1,1
40,60539,45302,4,1,0
48,69706,14549,15,4,1
19,61837,33093,8,0,1
52,102349,47549,7,3,1
36,134678,6902,6,1,0
25,77673,15139,22,0,0
66,77025,37307,3,2,0
52,64726,48525,17,2,1
41,56132,32283,14,2,1
66,101094,47900,2,4,1
41,132816,28868,7,1,1
19,76771,13404,28,4,1
69,49396,21993,24,3,0
39,59300,11484,6,4,1
59,59064,16336,7,4,1
27,47862,18737,6,1,1
45,33254,31227,24,0,1
26,115019,12084,8,0,1
24,62970,31882,28,4,1
42,113141,18745,11,1,0
58,145864,15377,27,2,0
60,139991,24950,0,2,1
29,142228,42021,18,4,1
49,46650,48171,15,1,1
50,34382,7250,20,2,1
34,131961,48566,17,3,0
20,126258,7422,25,4,0
53,139700,48148,4,0,0
29,124713,10169,29,0,0
53,141794,45823,26,3,0
42,92601,15916,29,0,0
43,32230,23480,1,2,1
34,97116,46247,13,0,1
24,94713,21257,20,3,0
52,76560,9434,5,2,1
62,49266,18645,19,2,0
46,84340,46392,28,1,0
63,130958,16733,16,3,1
28,46484,33540,16,1,1
49,69874,27802,12,1,0
36,131525,17592,23,0,0
30,25454,11052,4,0,0
65,24635,46808,22,1,1
43,22410,26726,2,4,1
34,124453,22332,12,4,1
28,33048,38407,13,3,0
60,43556,35147,19,4,0
21,52998,19164,23,3,0
31,60705,27618,1,3,1
36,71458,11708,12,1,1
57,113030,27127,20,0,0
60,93425,21561,26,1,0
66,23600,20210,29,1,1
50,120896,40889,12,3,0
65,78854,44736,3,0,1
34,71229,46268,11,0,1
69,114588,12885,16,2,0
48,136749,36883,8,3,1
68,55509,12384,13,1,1
62,122644,40579,14,0,0
44,30489,44061,0,1,1
41,94689,44696,21,3,1
43,23200,27396,13,2,1
49,101425,9966,20,1,1
45,107190,45687,9,3,1
22,88227,12074,13,2,0
53,31090,17635,7,2,0
30,82052,23922,24,1,0
50,121596,47743,19,4,0
31,92980,39898,1,2,1
43,20363,47323,20,2,1
20,107221,41528,9,2,0
19,40544,10187,11,1,1
61,74066,31909,4,2,1
49,149284,42834,16,0,0
53,27435,21934,28,4,1
31,41226,41718,24,2,1
30,146564,35171,6,1,1
19,52199,23975,18,2,1
52,69261,25661,8,3,1
26,64544,30021,7,0,1
65,63770,49944,1,4,1
18,127345,12664,12,2,1
40,103445,28383,17,4,1
26,36992,15107,14,0,1
18,41548,16905,29,4,1
39,23775,14452,5,0,1
21,57123,14153,12,2,1
18,118740,15414,4,4,1
18,88550,23589,0,1,1
39,85127,37295,12,2,1
68,52852,11748,20,0,0
20,43202,6791,28,2,0
18,149534,5403,9,0,1
68,37570,19201,6,4,1
62,140448,8558,1,4,1
25,85660,35796,14,1,1
53,89096,45986,7,3,1
41,76613,15934,22,3,0
58,104044,12286,13,2,1
45,76098,34846,1,0,0
25,137286,44622,1,1,1
37,70933,43042,16,0,0
67,72969,22449,27,1,1
29,84091,43469,22,0,1
46,84616,42392,6,2,0
33,29679,19871,21,1,0
37,64927,33483,15,0,1
36,20666,23896,21,2,1
46,55239,23798,19,0,0
68,69158,13233,6,3,0
47,93496,33047,25,3,0
47,128722,45532,16,1,1
64,101777,36223,2,1,1
46,41266,22512,3,4,1
45,42796,14680,20,4,1
21,44150,9550,25,3,0
65,49553,6830,16,3,0
22,83471,44850,19,2,1
37,123577,38747,17,3,1
25,92626,22245,22,3,1
20,137988,16887,13,0,1
33,61155,35031,11,1,1
39,67323,9480,18,1,1
53,72194,39713,0,3,1
32,99148,47517,29,1,1
24,134329,21009,17,2,1
49,96059,17103,17,1,0
53,73653,18866,17,3,1
63,74510,18534,2,1,1
56,135521,38604,20,1,0
60,73164,46865,20,3,0
42,116789,28755,6,1,1
25,146655,24365,5,1,0
30,23122,37228,16,4,1
34,129088,37297,1,3,1
26,46373,14493,29,0,0
36,88312,49449,19,2,0
25,102244,17797,0,1,0
25,76505,17119,11,2,1
45,31295,18815,11,0,1
39,37957,35804,3,2,1
21,122982,48937,11,1,1
32,61280,20956,14,3,1
42,119392,35895,10,4,1
25,108877,38640,6,2,1
46,105408,45258,24,3,0
60,94866,42413,23,3,0
60,87948,43949,18,3,1
55,124102,7144,26,0,0
18,94862,6093,23,1,0
46,146108,49439,26,4,0
68,80670,14952,26,4,0
62,29749,20575,29,4,0
24,81368,14304,27,0,0
47,126901,22173,22,0,0
40,60494,9852,24,1,0
29,54388,38137,17,1,1
36,111940,7226,9,0,0
48,42076,31652,12,1,1
61,126047,22588,21,0,0
34,123528,7184,10,2,0
49,97492,39632,28,2,1
25,85351,9744,3,4,1
54,24863,11624,21,0,0
32,123262,35535,11,2,1
53,124484,33792,22,2,0
51,57036,33658,9,0,0
19,114559,19129,20,1,0
54,101008,33591,22,1,0
31,30463,16716,17,0,0
44,114952,22178,12,0,1
59,117767,16603,3,4,1
60,96653,46376,22,2,0
22,32495,49383,29,0,1
66,128931,6238,27,4,0
53,71115,10207,27,2,0
52,88335,14529,6,0,1
61,45739,28525,27,0,1
34,115434,16560,8,4,0
51,52856,45048,17,1,1
38,120507,27782,13,1,1
51,72537,19026,13,0,0
43,127883,27177,4,0,0
57,149258,31372,20,0,0
19,127551,26649,29,2,0
49,129725,21813,8,4,0
20,55301,12798,19,4,1
53,96077,43065,19,3,1
58,75116,24864,11,2,1
55,23487,26412,23,4,1
48,149955,47020,28,4,0
42,145545,48939,13,1,1
54,96441,14718,11,1,1
18,89060,28388,14,2,1
57,147836,49983,27,2,0
42,42917,8241,27,3,0
64,112415,13555,21,2,1
27,49878,7034,29,3,0
44,63609,26992,20,0,1
61,124894,38711,24,3,0
59,54247,27535,17,4,0
26,54310,45903,13,3,1
24,63738,26879,25,4,1
24,97675,46674,26,0,1
67,33487,23327,18,1,1
20,143471,20349,26,3,1
43,61220,47583,7,1,1
56,91452,23179,12,3,0
37,127894,11334,13,3,1
65,92688,36049,18,3,1
61,97803,35669,5,3,1
27,109996,41052,3,1,1
46,99862,6866,8,0,0
31,121418,28948,20,3,1
52,56905,13012,9,1,1
18,94657,26277,5,0,1
39,51558,26388,5,1,0
34,59704,49545,22,1,1
68,125515,5745,11,2,0
54,114333,45870,24,2,0
26,76299,38629,18,4,1
56,48823,43029,7,2,1
56,42504,18020,3,4,1
63,144128,32308,7,0,0
38,149149,28615,11,2,0
53,66322,33691,5,1,0
36,105138,43127,9,4,1
38,64187,33349,23,2,1
37,88876,47473,2,3,1
31,106518,14092,10,0,0
68,42599,30161,22,1,1
66,113561,19226,11,3,1
65,129667,30880,13,4,1
24,58070,19757,15,4,1
56,96333,35285,28,0,0
26,134279,22680,11,1,1
34,20122,11455,0,0,1
20,78435,41805,13,2,1
56,73700,42774,7,0,0
60,146271,16353,28,2,0
61,138690,42315,7,2,1
52,98389,25962,28,0,0
24,68596,25469,28,4,0
69,66433,7045,26,0,0
64,81829,30462,24,4,1
23,71428,9167,15,0,0
62,87497,19355,11,1,1
43,132884,15819,29,3,0
62,84431,32619,27,4,0
22,45340,5932,24,3,1
33,144561,12752,3,2,1
57,136970,5435,17,4,0
25,82725,11634,24,3,1
41,82086,20709,12,2,1
43,44411,37871,28,1,1
28,41847,9864,7,1,1
57,50922,28003,15,4,1
46,107597,27979,17,3,0
41,38575,43088,11,3,1
38,65295,29693,16,0,0
22,65099,20842,20,2,1
66,90294,8143,12,2,0
31,26642,18954,13,2,1
57,48037,49367,10,2,0
33,22861,10422,7,0,1
66,122162,43774,6,2,1
30,72728,12202,15,2,0
65,92109,23573,28,1,1
57,25106,38921,24,0,1
39,120900,22038,20,4,1
67,81566,34262,6,2,1
63,34093,10242,7,2,0
63,67562,15789,11,2,0
54,120181,24212,5,4,1
54,66887,36963,27,3,1
22,26764,30419,4,3,1
59,139450,13973,7,1,1
33,101716,49615,7,3,1
49,122010,38165,9,4,1
26,124976,11087,15,1,0
62,75798,7296,22,4,0
44,140084,9301,25,3,0
40,60968,24437,25,3,0
43,124653,42837,17,1,0
43,109138,25151,29,1,0
30,43838,40543,13,2,0
26,49758,14996,6,0,1
49,100939,41518,8,0,1
65,118402,46969,9,3,1
18,96726,25004,18,3,0
44,78735,44339,24,2,1
44,112306,28153,7,3,1
57,74504,16170,21,1,1
54,124256,25671,29,1,0
31,119469,22316,1,0,1
63,72541,44472,5,2,1
54,31324,44752,4,4,1
35,147951,18136,15,0,0
44,21462,46560,19,3,1
40,139417,20052,18,3,1
65,74027,13122,12,2,1
33,97354,49020,21,1,0
23,26814,43122,12,3,1
49,92661,29684,14,1,1
51,28571,40495,17,1,1
31,64267,32820,8,1,0
67,93435,20391,8,1,1
42,128368,40351,11,1,1
29,122458,45513,4,0,0
33,46822,18845,2,0,1
20,28860,32465,20,3,1
64,32747,13628,15,2,1
48,54302,48758,0,1,1
40,54461,22738,11,2,0
58,71711,49973,0,2,1
63,83559,47600,20,1,1
64,22493,17008,24,0,0
31,110403,9828,17,4,1
52,133474,6298,27,0,0
44,81594,25630,22,1,1
28,143404,13995,15,4,0
52,133876,30539,11,2,1
19,125991,23385,19,2,0
39,68067,35665,2,0,1
57,128745,10643,25,3,1
28,29992,34816,26,0,1
56,117783,44928,20,1,0
39,126829,7173,1,4,1
22,124934,7320,2,2,1
54,22056,34752,2,2,1
52,61466,8965,19,4,1
41,115076,36692,8,1,0
63,106331,10102,29,0,0
67,108879,25724,13,4,0
34,94444,40855,25,1,1
61,38234,29433,8,3,1
22,64176,45597,29,2,0
59,95940,5281,13,3,0
55,69476,21819,14,4,1
64,137240,17242,22,3,0
31,42796,37885,19,1,1
58,94311,28456,14,0,1
35,80385,15207,17,4,0
29,128096,38736,6,1,1
29,49852,25695,19,0,1
38,26436,39236,27,1,1
40,50355,35660,22,3,0
59,147978,5724,29,3,1
21,114458,32074,3,1,1
38,68632,30314,10,0,0
45,85681,8596,23,2,1
68,59515,7578,10,0,0
23,111030,27600,12,2,1
37,122386,38234,15,3,1
21,102959,47905,17,4,1
30,49590,34050,28,2,0
27,127846,16222,27,3,1
33,25679,13040,3,4,1
53,55746,13660,28,0,0
69,103529,22180,17,4,0
52,117777,10138,5,2,0
66,43211,11876,6,0,0
30,22200,30013,18,4,1
63,87979,27047,7,1,1
31,58330,26887,12,0,0
29,136238,35293,27,3,1
62,99426,22242,0,2,1
21,142303,14573,25,4,1
19,99757,28092,20,3,1
21,57242,22691,2,2,1
28,129264,34191,13,3,1
45,120376,30348,7,3,1
59,145942,26790,15,0,0
39,76949,35838,4,3,1
29,89294,16918,24,4,1
48,20516,28563,29,1,1
20,120980,36248,0,1,1
47,24119,25363,2,0,1
68,76219,46058,19,3,0
57,94979,24231,11,4,1
54,79784,29560,24,4,1
19,52447,32321,9,2,1
49,97039,40859,19,2,0
48,82055,28276,23,2,1
58,20700,18013,26,1,1
18,36176,18203,4,3,1
19,87778,13742,22,2,1
63,84961,40850,28,2,1
24,73664,18114,23,2,0
27,112769,18273,16,4,1
29,25224,19749,3,2,1
21,95650,44267,15,3,1
30,26646,21511,6,1,0
45,44151,25096,20,1,1
24,30486,40953,4,2,1
27,146014,14261,12,4,1
20,94228,34785,11,3,1
62,45149,39700,3,4,1
63,141920,13987,14,3,1
20,135738,25924,9,3,1
43,37868,44133,1,3,0
32,21297,5380,19,0,0
37,54300,42625,9,1,1
45,59383,49527,1,0,0
48,34699,10509,5,1,0
51,101231,43628,22,1,0
45,136086,14550,28,0,0
54,130587,32599,26,4,1
38,68906,49067,16,0,0
47,136243,8348,1,4,1
19,21986,12672,9,3,0
33,38374,25540,17,4,1
48,88171,14048,24,1,0
41,104092,31655,24,3,1
53,24290,32330,26,1,1
30,110088,43641,16,2,1
20,59682,21072,11,1,0
20,87612,29518,25,3,0
19,85954,30760,27,3,1
51,136956,35189,27,3,0
40,54042,19035,14,2,0
53,38402,43128,13,4,1
42,58222,13874,13,1,1
23,68417,23889,1,4,1
56,137739,21636,14,3,1
63,107432,45583,9,2,1
53,89596,19518,27,3,0
19,106282,27843,27,3,0
48,62655,43241,22,1,0
54,29887,15752,6,4,0
23,145265,7242,20,4,1
28,71854,16437,7,1,0
58,117531,18593,19,3,0
49,124172,35774,9,4,1
68,33404,27780,22,2,1
55,63418,15214,20,3,1
21,26870,47461,28,4,1
27,100500,45203,24,0,0
24,50991,44479,24,1,1
49,45599,14120,12,1,0
28,74563,24381,26,3,0
18,139504,28542,12,2,0
27,67033,18626,26,3,1
47,90238,39743,28,4,1
60,123751,48851,10,2,1
25,45070,8643,20,1,0
53,61023,9046,2,2,0
34,59211,21109,7,3,1
58,140995,32876,19,1,0
49,136614,16682,11,0,0
52,30067,47199,12,2,1
18,73032,39830,11,1,1
55,115821,27274,20,2,0
67,76262,34750,21,1,1
29,132679,9331,28,4,0
59,96540,9981,20,3,1
25,59924,13336,7,0,0
66,102755,12542,5,2,1
51,41816,24056,23,4,1
19,44011,42496,21,2,1
39,127460,8450,22,4,1
62,109362,24094,16,0,0
39,143436,45170,10,2,1
45,86457,37111,13,1,0
51,32992,47084,6,4,1
64,65265,31617,16,4,1
27,63673,42577,16,4,1
25,81436,30798,9,4,1
50,136343,10054,21,2,0
68,107986,44340,15,3,1
68,149812,17853,17,2,0
61,49324,45281,14,1,0
40,28617,32606,12,2,1
23,74800,13161,15,0,0
41,40046,25163,19,3,1
67,148145,33715,25,3,0
55,60974,18955,1,3,1
30,98295,35598,11,3,0
42,74413,23124,25,3,1
36,92743,21936,1,4,1
53,147531,41600,11,2,0
30,76775,48567,7,0,1
50,27429,31155,6,2,1
68,80040,31273,21,2,0
50,101025,43106,16,2,1
41,138181,39782,19,2,1
68,50137,15893,9,0,1
58,40453,17484,29,1,0
51,106302,45563,24,3,1
35,139420,16653,5,4,1
46,66209,33582,17,2,1
67,126073,38682,21,4,1
46,35361,9248,22,3,1
25,21419,47672,1,1,1
22,72169,15541,29,0,1
53,32021,39829,19,4,1
57,112032,14777,7,1,0
65,61758,29578,15,4,1
56,149703,21230,9,0,0
36,75701,42753,26,3,0
66,79462,39657,15,0,0
36,63114,37300,15,4,1
51,79913,23626,16,0,0
27,77099,9885,7,4,1
19,134449,48858,14,0,0
25,141316,6460,20,2,1
47,40369,18637,16,2,1
20,30292,11529,28,3,0
25,45648,12024,11,0,0
33,32671,7521,10,4,1
36,114486,27429,21,1,0
38,121518,27904,12,0,1
29,94872,41745,2,0,0
34,91285,18186,15,1,1
41,32252,8114,19,1,0
58,37648,47745,13,0,0
57,136082,7678,21,2,0
49,90014,37117,29,2,1
57,47509,26143,22,0,0
49,24515,29213,5,4,1
18,66656,6537,1,3,1
56,68673,34329,28,2,0
56,74361,35201,29,1,1
29,128513,25745,0,3,1
29,33143,31930,7,1,1
53,31785,49963,8,0,1
28,148927,35913,8,2,1
42,132852,42297,13,1,1
42,141728,23733,24,1,0
61,120527,17934,2,1,0
23,88364,47610,27,3,0
62,77278,23261,20,1,1
28,123182,35417,22,3,0
40,71300,46082,17,1,1
47,132969,47233,14,1,0
40,22471,6210,15,3,0
61,49896,13055,5,4,1
43,70744,26655,15,3,1
26,77478,31474,26,4,1
47,134290,40223,9,1,0
41,93641,13932,10,4,1
19,97563,18375,9,0,1
65,128815,7255,8,4,1
21,52391,20495,2,0,1
56,78360,12051,27,1,0
38,146304,40112,19,1,0
55,122968,37685,10,0,0
44,31580,10455,1,0,0
35,106164,24201,19,0,0
23,65650,42812,14,4,1
63,144977,21045,9,2,0
47,65426,19049,28,1,0
20,125913,46724,6,0,0
57,67074,48459,6,3,1
50,35932,33268,25,3,1
53,144997,38483,9,0,0
38,103483,19904,13,3,1
67,100102,26645,29,3,0
31,112247,41240,25,0,0
18,117504,29643,0,1,0
27,144763,20326,28,1,0
33,33967,13175,18,4,1
55,141776,8460,26,0,0
22,43578,40811,12,4,1
50,44090,14369,13,1,0
57,114876,6782,14,1,0
32,31096,35462,15,2,1
39,23772,30557,9,4,1
37,29143,5921,5,2,0
45,103858,26174,22,3,0
55,87653,5492,9,0,0
50,53563,42064,11,1,1
57,118437,46740,21,1,0
64,113354,36177,14,3,0
58,129924,36814,21,2,1
62,89515,6185,10,4,0
32,75559,15429,14,4,1
68,48154,21364,27,0,1
21,58305,44310,29,1,1
68,124271,18014,5,4,1
46,64715,5530,11,2,0
33,131758,46622,11,0,1
32,62776,17524,21,1,1
62,131081,36096,25,2,0
29,89382,39456,9,1,0
56,112371,8974,12,4,0
62,64123,45306,4,0,0
25,58501,35340,21,1,1
39,87585,23796,11,4,0
55,104157,11812,24,1,0
26,82863,43225,1,3,1
31,137241,30831,29,4,1
35,91211,23903,27,3,0
66,109267,25477,12,4,1
62,113513,48900,24,0,0
43,77663,42566,0,0,1
63,62216,43140,25,2,0
65,63985,38506,19,2,1
64,63425,34805,29,3,0
18,79348,29778,15,0,0
23,106836,47435,16,2,1
25,34162,33681,3,2,0
31,29839,44524,4,1,1
31,26138,29227,15,1,0
28,78133,7781,20,1,0
23,122854,31567,20,2,0
63,140976,27681,17,2,1
69,64612,15398,18,0,0
55,25429,48472,14,2,1
35,77107,39822,14,1,1
60,135507,13282,16,4,0
38,142657,47655,21,0,0
27,148875,35866,0,0,1
27,63292,11389,29,3,1
24,41745,47096,17,3,1
24,47962,17324,13,4,0
58,43218,39756,1,4,1
38,43829,29853,19,2,1
29,132418,25137,10,2,1
58,103836,36147,12,0,1
49,111012,16722,28,1,0
31,128955,33630,7,3,1
44,122259,47754,7,4,0
49,46319,36052,11,2,1
60,32169,38669,26,3,0
38,32590,25602,7,3,1
32,47099,17625,0,3,1
54,94723,40651,29,4,0
53,142161,33949,27,2,0
40,149186,12172,9,4,0
50,95081,43556,21,3,1
34,114317,39681,28,1,1
38,135346,24250,0,3,0
23,32358,24663,29,2,1
34,97654,48914,8,1,1
65,57166,6679,23,4,1
41,41140,37168,28,3,1
39,65479,12112,10,3,0
33,22332,33765,24,2,1
25,135969,45150,5,2,1
40,43230,30363,8,4,1
51,92196,34457,13,0,0
41,105119,28575,29,3,1
54,141378,20165,2,3,1
45,74339,47190,16,4,1
31,71389,17491,15,0,0
35,53620,31585,17,1,0
19,144627,16925,0,4,1
45,145781,45640,8,1,1
64,105404,13638,21,2,1
25,57238,15866,9,4,1
36,29644,32400,21,2,1
18,52572,42150,22,3,0
43,98476,15190,16,1,1
43,37288,25819,22,0,1
41,97043,35970,0,2,0
18,42563,27333,10,2,1
46,149879,12936,20,2,0
60,40884,10346,13,4,1
35,78058,16855,22,4,0
61,102169,28084,27,3,0
46,138236,13503,8,1,0
41,85400,24425,15,3,1
39,23136,37854,19,3,1
65,132460,13068,15,2,1
21,72128,27652,6,0,0
37,28612,7863,5,3,0
30,64723,6775,13,1,0
32,112370,21600,14,1,1
55,42477,32054,15,3,1
57,109070,19445,12,2,1
20,122274,36765,20,3,0
63,133579,45896,26,1,0
52,143546,12824,23,1,0
34,129396,25627,29,3,1
67,147030,34305,0,0,0
24,117688,35097,13,3,1
62,92920,44646,14,2,0
44,75343,15465,2,3,1
46,35016,45237,11,2,1
28,102885,36868,29,3,1
50,51171,32969,19,1,0
51,120313,20908,18,1,0
18,45798,10339,18,3,0
52,84331,42294,20,4,0
68,104867,48064,4,0,0
44,137237,21454,15,0,0
60,95596,7124,10,4,1
68,77090,9246,21,4,1
34,62932,32806,21,0,0
66,149397,25992,20,3,0
57,43112,43987,17,4,1
56,53927,19682,16,4,0
68,112457,6349,20,3,0
40,113940,11417,22,0,0
30,110898,30139,16,4,1
67,135435,22400,9,2,0
28,46302,23368,9,1,1
42,66160,9935,7,0,1
18,111527,9124,16,4,1
31,101119,14843,3,4,1
65,22306,40051,4,4,1
32,83208,11455,1,1,1
52,69611,6000,5,4,0
28,73589,27144,6,4,0
57,94124,8444,14,0,1
33,88713,40156,5,1,0
38,102503,20611,12,3,1
22,92659,41326,5,4,1
19,123685,25894,2,2,1
53,119926,44290,10,1,0
32,67378,9980,21,1,0
50,95856,21587,8,4,1
26,36252,49246,2,1,0
38,76773,17443,3,4,1
34,60412,41680,24,3,0
22,42120,38387,11,3,1
39,139427,15944,16,1,0
18,64694,26564,11,1,1
61,27665,22545,25,3,1
48,106276,48083,6,3,0
50,144655,36373,20,2,0
63,86645,41979,26,3,0
61,82334,21664,8,1,0
58,122064,14032,0,2,1
55,122963,15952,12,1,1
48,122712,49063,27,3,0
59,65083,37985,29,2,0
42,42439,11970,10,4,1
34,110764,37285,13,4,1
43,102620,30489,29,2,0
44,148604,13068,18,2,0
52,97462,29693,6,0,1
27,26953,37724,22,2,1
30,63887,37700,16,4,0
58,125580,36256,1,4,0
18,77373,10545,8,2,0
42,132989,22970,24,1,1
27,37512,41639,23,2,1
66,60972,41886,11,3,1
64,137671,23429,11,0,1
65,66527,29674,19,1,0
56,65516,29296,9,3,1
41,144103,39455,28,3,1
32,27302,11208,11,0,1
67,93031,49193,4,3,1
61,24302,14114,29,1,0
18,116828,26804,29,0,0
22,27926,44059,6,0,1
40,98837,20685,20,3,1
64,134826,21075,21,2,0
21,115954,16907,17,4,0
26,123268,38479,19,3,0
33,97900,11304,2,1,0
30,54511,33149,6,0,0
51,143419,34695,24,1,1
29,79991,34253,3,2,0
68,40691,16819,17,1,1
55,118870,37952,27,2,0
46,140430,43320,14,2,0
38,143743,12290,11,1,1
31,69473,9905,3,3,1
39,63041,21581,2,2,1
28,20835,17173,5,1,1
21,149916,33006,10,3,1
45,111078,18312,20,1,1
54,33332,28263,25,0,0
39,104278,22426,28,3,1
51,146141,19998,26,0,0
31,74644,42855,22,0,1
62,55010,7539,11,1,0
38,38206,11458,13,4,0
64,62030,9793,19,2,0
41,31886,42675,11,1,1
26,128248,22914,3,3,1
39,24163,42658,7,2,1
50,27378,17296,24,3,1
27,79214,21739,14,1,1
42,45281,39336,13,0,1
28,113156,42449,18,1,0
27,83949,16957,7,3,0
32,103975,31689,14,3,1
63,90309,38006,11,2,1
68,73575,13359,17,4,1
20,99815,23859,14,1,1
45,147516,39295,28,3,0
21,35292,33327,19,0,1
41,51737,8779,25,1,1
55,48923,22741,12,3,1
43,102461,16015,24,4,1
27,128671,13850,4,0,1
18,90710,11564,23,3,1
40,121283,31354,7,3,1
22,36641,13327,21,2,1
27,118542,37459,11,3,1
36,146059,21471,13,3,1
31,28168,31357,22,4,1
43,106200,13677,14,1,0
35,126105,34666,6,3,1
49,104421,11832,1,3,1
29,59321,16178,20,0,0
20,122570,41643,4,4,1
51,135140,43210,13,2,0
56,28570,46324,8,3,1
19,125893,44542,22,3,1
